"Dist Code","Year","State Code","State Name","Dist Name","Crop Name","Area (1000 ha)","Production (1000 tons)","Yield (Kg per ha)"
127,1973,3,"Gujarat","Valsad","Wheat",4.8,10.1,2104.17
127,1974,3,"Gujarat","Valsad","Barley",0.0,0.0,0.0
127,1974,3,"Gujarat","Valsad","Maize",0.1,0.1,1000.0
127,1974,3,"Gujarat","Valsad","Rice",94.5,100.4,1062.43
127,1974,3,"Gujarat","Valsad","Wheat",4.7,7.8,1659.57
127,1975,3,"Gujarat","Valsad","Barley",0.0,0.0,0.0
127,1975,3,"Gujarat","Valsad","Maize",0.1,0.1,1000.0
127,1975,3,"Gujarat","Valsad","Rice",91.8,125.6,1368.19
127,1975,3,"Gujarat","Valsad","Wheat",4.3,8.1,1883.72
127,1976,3,"Gujarat","Valsad","Barley",0.0,0.0,0.0
127,1976,3,"Gujarat","Valsad","Maize",0.0,0.0,0.0
127,1976,3,"Gujarat","Valsad","Rice",91.8,118.7,1293.03
127,1976,3,"Gujarat","Valsad","Wheat",4.2,7.0,1666.67
127,1977,3,"Gujarat","Valsad","Barley",0.0,0.0,0.0
127,1977,3,"Gujarat","Valsad","Maize",0.0,0.0,0.0
127,1977,3,"Gujarat","Valsad","Rice",94.5,180.1,1905.82
127,1977,3,"Gujarat","Valsad","Wheat",4.4,8.8,2000.0
127,1978,3,"Gujarat","Valsad","Barley",0.0,0.0,0.0
127,1978,3,"Gujarat","Valsad","Maize",0.0,0.0,0.0
127,1978,3,"Gujarat","Valsad","Rice",87.7,128.9,1469.78
127,1978,3,"Gujarat","Valsad","Wheat",6.0,13.2,2200.0
127,1979,3,"Gujarat","Valsad","Barley",0.0,0.0,0.0
127,1979,3,"Gujarat","Valsad","Maize",0.0,0.0,0.0
127,1979,3,"Gujarat","Valsad","Rice",90.5,142.4,1573.48
127,1979,3,"Gujarat","Valsad","Wheat",5.6,10.9,1946.43
127,1980,3,"Gujarat","Valsad","Barley",0.0,0.0,0.0
127,1980,3,"Gujarat","Valsad","Maize",0.0,0.0,0.0
127,1980,3,"Gujarat","Valsad","Rice",90.3,145.7,1613.51
127,1980,3,"Gujarat","Valsad","Wheat",4.5,10.1,2244.44
127,1981,3,"Gujarat","Valsad","Barley",0.0,0.0,0.0
127,1981,3,"Gujarat","Valsad","Maize",0.0,0.0,0.0
127,1981,3,"Gujarat","Valsad","Rice",95.0,210.9,2220.0
127,1981,3,"Gujarat","Valsad","Wheat",3.9,11.0,2820.51
127,1982,3,"Gujarat","Valsad","Barley",0.0,0.0,0.0
127,1982,3,"Gujarat","Valsad","Maize",0.0,0.0,0.0
127,1982,3,"Gujarat","Valsad","Rice",93.0,156.2,1679.57
127,1982,3,"Gujarat","Valsad","Wheat",2.7,6.3,2333.33
127,1983,3,"Gujarat","Valsad","Barley",0.0,0.0,0.0
127,1983,3,"Gujarat","Valsad","Maize",0.0,0.0,0.0
127,1983,3,"Gujarat","Valsad","Rice",93.3,162.6,1742.77
127,1983,3,"Gujarat","Valsad","Wheat",2.8,7.3,2607.14
127,1984,3,"Gujarat","Valsad","Barley",0.0,0.0,0.0
127,1984,3,"Gujarat","Valsad","Maize",0.0,0.0,0.0
127,1984,3,"Gujarat","Valsad","Rice",90.1,181.0,2008.88
127,1984,3,"Gujarat","Valsad","Wheat",2.8,7.8,2785.71
127,1985,3,"Gujarat","Valsad","Barley",0.0,0.0,0.0
127,1985,3,"Gujarat","Valsad","Maize",0.0,0.0,0.0
127,1985,3,"Gujarat","Valsad","Rice",106.8,155.4,1455.06
127,1985,3,"Gujarat","Valsad","Wheat",3.7,7.0,1891.89
127,1986,3,"Gujarat","Valsad","Barley",0.0,0.0,0.0
127,1986,3,"Gujarat","Valsad","Maize",0.0,0.0,0.0
127,1986,3,"Gujarat","Valsad","Rice",100.0,119.0,1190.0
127,1986,3,"Gujarat","Valsad","Wheat",2.4,4.0,1666.67
127,1987,3,"Gujarat","Valsad","Barley",0.0,0.0,0.0
127,1987,3,"Gujarat","Valsad","Maize",0.0,0.0,0.0
127,1987,3,"Gujarat","Valsad","Rice",118.0,121.0,1025.42
127,1987,3,"Gujarat","Valsad","Wheat",2.0,3.0,1500.0
127,1988,3,"Gujarat","Valsad","Barley",0.0,0.0,0.0
127,1988,3,"Gujarat","Valsad","Maize",0.0,0.0,0.0
127,1988,3,"Gujarat","Valsad","Rice",110.7,225.4,2036.13
127,1988,3,"Gujarat","Valsad","Wheat",2.6,7.2,2769.23
127,1989,3,"Gujarat","Valsad","Barley",0.0,0.0,0.0
127,1989,3,"Gujarat","Valsad","Maize",0.0,0.0,0.0
127,1989,3,"Gujarat","Valsad","Rice",111.2,205.5,1848.02
127,1989,3,"Gujarat","Valsad","Wheat",2.1,4.9,2333.33
127,1990,3,"Gujarat","Valsad","Barley",0.0,0.0,0.0
127,1990,3,"Gujarat","Valsad","Maize",0.0,0.0,0.0
127,1990,3,"Gujarat","Valsad","Rice",108.0,225.6,2088.89
127,1990,3,"Gujarat","Valsad","Wheat",2.6,6.5,2500.0
127,1991,3,"Gujarat","Valsad","Barley",0.0,0.0,0.0
127,1991,3,"Gujarat","Valsad","Maize",0.0,0.0,0.0
127,1991,3,"Gujarat","Valsad","Rice",112.6,262.1,2327.71
127,1991,3,"Gujarat","Valsad","Wheat",2.5,6.6,2640.0
127,1992,3,"Gujarat","Valsad","Barley",0.0,0.0,0.0
127,1992,3,"Gujarat","Valsad","Maize",0.0,0.0,0.0
127,1992,3,"Gujarat","Valsad","Rice",110.3,265.0,2402.54
127,1992,3,"Gujarat","Valsad","Wheat",2.2,5.6,2545.45
127,1993,3,"Gujarat","Valsad","Barley",0.0,0.0,0.0
127,1993,3,"Gujarat","Valsad","Maize",0.0,0.0,0.0
127,1993,3,"Gujarat","Valsad","Rice",107.8,233.8,2168.83
127,1993,3,"Gujarat","Valsad","Wheat",2.2,4.9,2227.27
127,1994,3,"Gujarat","Valsad","Barley",0.0,0.0,0.0
127,1994,3,"Gujarat","Valsad","Maize",0.0,0.0,0.0
127,1994,3,"Gujarat","Valsad","Rice",107.0,212.0,1981.31
127,1994,3,"Gujarat","Valsad","Wheat",2.2,6.7,3045.45
127,1995,3,"Gujarat","Valsad","Barley",0.0,0.0,0.0
127,1995,3,"Gujarat","Valsad","Maize",0.0,0.0,0.0
127,1995,3,"Gujarat","Valsad","Rice",111.8,240.5,2151.16
127,1995,3,"Gujarat","Valsad","Wheat",3.0,7.7,2566.67
127,1996,3,"Gujarat","Valsad","Barley",0.0,0.0,0.0
127,1996,3,"Gujarat","Valsad","Maize",0.1,0.1,1000.0
127,1996,3,"Gujarat","Valsad","Rice",97.6,199.1,2039.96
127,1996,3,"Gujarat","Valsad","Wheat",1.6,4.5,2812.5
127,1997,3,"Gujarat","Valsad","Barley",0.0,0.0,0.0
127,1997,3,"Gujarat","Valsad","Maize",0.0,0.0,0.0
127,1997,3,"Gujarat","Valsad","Rice",111.6,218.7,1959.68
127,1997,3,"Gujarat","Valsad","Wheat",1.8,4.8,2666.67
127,1998,3,"Gujarat","Valsad","Barley",0.0,0.0,0.0
127,1998,3,"Gujarat","Valsad","Maize",0.0,0.0,0.0
127,1998,3,"Gujarat","Valsad","Rice",115.8,300.0,2590.67
127,1998,3,"Gujarat","Valsad","Wheat",1.7,4.6,2705.88
127,1999,3,"Gujarat","Valsad","Barley",0.0,0.0,0.0
127,1999,3,"Gujarat","Valsad","Maize",0.0,0.0,0.0
127,1999,3,"Gujarat","Valsad","Rice",113.8,238.8,2098.42
127,1999,3,"Gujarat","Valsad","Wheat",1.4,3.4,2428.57
127,2000,3,"Gujarat","Valsad","Barley",0.0,0.0,0.0
127,2000,3,"Gujarat","Valsad","Maize",0.0,0.0,0.0
127,2000,3,"Gujarat","Valsad","Rice",114.8,207.7,1809.23
127,2000,3,"Gujarat","Valsad","Wheat",1.2,2.8,2333.33
127,2001,3,"Gujarat","Valsad","Barley",0.0,0.0,0.0
127,2001,3,"Gujarat","Valsad","Maize",0.0,0.0,0.0
127,2001,3,"Gujarat","Valsad","Rice",116.9,261.5,2236.95
127,2001,3,"Gujarat","Valsad","Wheat",1.2,3.1,2583.33
127,2002,3,"Gujarat","Valsad","Barley",0.0,0.0,0.0
127,2002,3,"Gujarat","Valsad","Maize",0.0,0.0,0.0
127,2002,3,"Gujarat","Valsad","Rice",124.5,240.8,1934.14
127,2002,3,"Gujarat","Valsad","Wheat",1.2,2.6,2166.67
127,2003,3,"Gujarat","Valsad","Barley",1.2,0.4,333.0
127,2003,3,"Gujarat","Valsad","Maize",0.0,0.0,0.0
127,2003,3,"Gujarat","Valsad","Rice",85.9,196.2,2284.05
127,2003,3,"Gujarat","Valsad","Wheat",1.2,2.4,2000.0
127,2004,3,"Gujarat","Valsad","Barley",0.0,0.0,0.0
127,2004,3,"Gujarat","Valsad","Maize",0.0,0.0,0.0
127,2004,3,"Gujarat","Valsad","Rice",97.0,197.1,2031.96
127,2004,3,"Gujarat","Valsad","Wheat",0.8,2.2,2750.0
127,2005,3,"Gujarat","Valsad","Barley",0.0,0.0,0.0
127,2005,3,"Gujarat","Valsad","Maize",0.0,0.0,0.0
127,2005,3,"Gujarat","Valsad","Rice",89.7,205.0,2285.4
127,2005,3,"Gujarat","Valsad","Wheat",1.1,2.9,2636.36
127,2006,3,"Gujarat","Valsad","Barley",0.0,0.0,0.0
127,2006,3,"Gujarat","Valsad","Maize",0.0,0.0,0.0
127,2006,3,"Gujarat","Valsad","Rice",94.6,202.5,2140.59
127,2006,3,"Gujarat","Valsad","Wheat",0.9,2.7,3000.0
127,2007,3,"Gujarat","Valsad","Barley",0.0,0.0,0.0
127,2007,3,"Gujarat","Valsad","Maize",0.0,0.0,0.0
127,2007,3,"Gujarat","Valsad","Rice",109.2,261.5,2394.69
127,2007,3,"Gujarat","Valsad","Wheat",0.6,1.9,3166.67
127,2008,3,"Gujarat","Valsad","Barley",0.0,0.0,0.0
127,2008,3,"Gujarat","Valsad","Maize",0.0,0.0,0.0
127,2008,3,"Gujarat","Valsad","Rice",113.5,259.4,2285.46
127,2008,3,"Gujarat","Valsad","Wheat",0.6,1.4,2333.33
127,2009,3,"Gujarat","Valsad","Barley",0.0,0.0,0.0
127,2009,3,"Gujarat","Valsad","Maize",0.0,0.0,0.0
127,2009,3,"Gujarat","Valsad","Rice",120.0,267.1,2225.83
127,2009,3,"Gujarat","Valsad","Wheat",1.0,2.5,2500.0
127,2010,3,"Gujarat","Valsad","Barley",0.0,0.0,0.0
127,2010,3,"Gujarat","Valsad","Maize",0.0,0.0,0.0
127,2010,3,"Gujarat","Valsad","Rice",155.6,383.6,2465.3
127,2010,3,"Gujarat","Valsad","Wheat",0.6,1.9,3166.67
127,2011,3,"Gujarat","Valsad","Barley",0.0,0.0,0.0
127,2011,3,"Gujarat","Valsad","Maize",0.0,0.0,0.0
127,2011,3,"Gujarat","Valsad","Rice",149.6,368.4,2462.57
127,2011,3,"Gujarat","Valsad","Wheat",0.5,1.7,3400.0
127,2012,3,"Gujarat","Valsad","Barley",0.0,0.0,0.0
127,2012,3,"Gujarat","Valsad","Maize",0.0,0.0,0.0
127,2012,3,"Gujarat","Valsad","Rice",124.0,300.7,2425.0
127,2012,3,"Gujarat","Valsad","Wheat",0.5,1.4,2800.0
127,2013,3,"Gujarat","Valsad","Barley",0.0,0.0,0.0
127,2013,3,"Gujarat","Valsad","Maize",0.06,0.11,1833.33
127,2013,3,"Gujarat","Valsad","Rice",150.35,348.71,2319.32
127,2013,3,"Gujarat","Valsad","Wheat",0.3,1.0,3333.33
127,2014,3,"Gujarat","Valsad","Barley",0.0,0.0,0.0
127,2014,3,"Gujarat","Valsad","Maize",0.14,0.29,2071.43
127,2014,3,"Gujarat","Valsad","Rice",139.23,338.52,2431.37
127,2014,3,"Gujarat","Valsad","Wheat",0.31,0.87,2806.45
127,2015,3,"Gujarat","Valsad","Barley",0.0,0.0,0.0
127,2015,3,"Gujarat","Valsad","Maize",0.15,0.3,2000.0
127,2015,3,"Gujarat","Valsad","Rice",118.98,294.03,2471.26
127,2015,3,"Gujarat","Valsad","Wheat",0.17,0.43,2529.41
127,2016,3,"Gujarat","Valsad","Barley",0.0,0.0,0.0
127,2016,3,"Gujarat","Valsad","Maize",0.25,0.54,2151.39
127,2016,3,"Gujarat","Valsad","Rice",142.31,381.77,2682.63
127,2016,3,"Gujarat","Valsad","Wheat",0.16,0.42,2729.03
127,2017,3,"Gujarat","Valsad","Barley",0.0,0.0,0.0
127,2017,3,"Gujarat","Valsad","Maize",0.39,0.82,2115.38
127,2017,3,"Gujarat","Valsad","Rice",121.65,307.38,2526.81
127,2017,3,"Gujarat","Valsad","Wheat",0.19,0.6,3077.32
128,1966,3,"Gujarat","Dangs","Barley",0.0,0.0,0.0
128,1966,3,"Gujarat","Dangs","Maize",0.3,0.2,666.67
128,1966,3,"Gujarat","Dangs","Rice",7.0,4.0,571.43
128,1966,3,"Gujarat","Dangs","Wheat",0.0,0.0,0.0
128,1967,3,"Gujarat","Dangs","Barley",0.0,0.0,0.0
128,1967,3,"Gujarat","Dangs","Maize",0.3,0.3,1000.0
128,1967,3,"Gujarat","Dangs","Rice",5.0,3.0,600.0
128,1967,3,"Gujarat","Dangs","Wheat",0.0,0.0,0.0
128,1968,3,"Gujarat","Dangs","Barley",0.0,0.0,0.0
128,1968,3,"Gujarat","Dangs","Maize",0.3,0.2,666.67
128,1968,3,"Gujarat","Dangs","Rice",4.8,2.0,416.67
128,1968,3,"Gujarat","Dangs","Wheat",0.0,0.0,0.0
128,1969,3,"Gujarat","Dangs","Barley",0.0,0.0,0.0
128,1969,3,"Gujarat","Dangs","Maize",0.3,0.2,666.67
128,1969,3,"Gujarat","Dangs","Rice",4.9,3.4,693.88
128,1969,3,"Gujarat","Dangs","Wheat",0.0,0.0,0.0
128,1970,3,"Gujarat","Dangs","Barley",0.0,0.0,0.0
128,1970,3,"Gujarat","Dangs","Maize",0.3,0.5,1666.67
128,1970,3,"Gujarat","Dangs","Rice",5.3,6.7,1264.15
128,1970,3,"Gujarat","Dangs","Wheat",0.1,0.1,1000.0
128,1971,3,"Gujarat","Dangs","Barley",0.0,0.0,0.0
128,1971,3,"Gujarat","Dangs","Maize",0.3,0.4,1333.33
128,1971,3,"Gujarat","Dangs","Rice",5.3,5.3,1000.0
128,1971,3,"Gujarat","Dangs","Wheat",0.1,0.1,1000.0
128,1972,3,"Gujarat","Dangs","Barley",0.0,0.0,0.0
128,1972,3,"Gujarat","Dangs","Maize",0.3,0.5,1666.67
128,1972,3,"Gujarat","Dangs","Rice",5.7,2.8,491.23
128,1972,3,"Gujarat","Dangs","Wheat",0.0,0.0,0.0
128,1973,3,"Gujarat","Dangs","Barley",0.0,0.0,0.0
128,1973,3,"Gujarat","Dangs","Maize",0.3,0.3,1000.0
128,1973,3,"Gujarat","Dangs","Rice",4.5,4.6,1022.22
128,1973,3,"Gujarat","Dangs","Wheat",0.1,0.1,1000.0
128,1974,3,"Gujarat","Dangs","Barley",0.0,0.0,0.0
128,1974,3,"Gujarat","Dangs","Maize",0.3,0.3,1000.0
128,1974,3,"Gujarat","Dangs","Rice",3.6,1.3,361.11
128,1974,3,"Gujarat","Dangs","Wheat",0.1,0.1,1000.0
128,1976,3,"Gujarat","Dangs","Barley",0.0,0.0,0.0
128,1976,3,"Gujarat","Dangs","Maize",0.3,0.3,1000.0
128,1976,3,"Gujarat","Dangs","Rice",3.8,3.6,947.37
128,1976,3,"Gujarat","Dangs","Wheat",0.0,0.0,0.0
128,1977,3,"Gujarat","Dangs","Barley",0.0,0.0,0.0
128,1977,3,"Gujarat","Dangs","Maize",0.3,0.3,1000.0
128,1977,3,"Gujarat","Dangs","Rice",4.4,3.8,863.64
128,1977,3,"Gujarat","Dangs","Wheat",0.1,0.1,1000.0
128,1978,3,"Gujarat","Dangs","Barley",0.0,0.0,0.0
128,1978,3,"Gujarat","Dangs","Maize",0.4,0.4,1000.0
128,1978,3,"Gujarat","Dangs","Rice",4.0,3.7,925.0
128,1978,3,"Gujarat","Dangs","Wheat",0.1,0.0,0.0
128,1979,3,"Gujarat","Dangs","Barley",0.0,0.0,0.0
128,1979,3,"Gujarat","Dangs","Maize",0.4,0.2,500.0
128,1979,3,"Gujarat","Dangs","Rice",3.8,2.8,736.84
128,1979,3,"Gujarat","Dangs","Wheat",0.0,0.0,0.0
128,1980,3,"Gujarat","Dangs","Barley",0.0,0.0,0.0
128,1980,3,"Gujarat","Dangs","Maize",0.3,0.3,1000.0
128,1980,3,"Gujarat","Dangs","Rice",5.1,6.4,1254.9
128,1980,3,"Gujarat","Dangs","Wheat",0.3,0.2,666.67
128,1981,3,"Gujarat","Dangs","Barley",0.0,0.0,0.0
128,1981,3,"Gujarat","Dangs","Maize",0.4,0.4,1000.0
128,1981,3,"Gujarat","Dangs","Rice",5.3,7.3,1377.36
128,1981,3,"Gujarat","Dangs","Wheat",0.0,0.0,0.0
128,1982,3,"Gujarat","Dangs","Barley",0.0,0.0,0.0
128,1982,3,"Gujarat","Dangs","Maize",0.3,0.3,1000.0
128,1982,3,"Gujarat","Dangs","Rice",5.5,3.5,636.36
128,1982,3,"Gujarat","Dangs","Wheat",0.0,0.0,0.0
128,1983,3,"Gujarat","Dangs","Barley",0.0,0.0,0.0
128,1983,3,"Gujarat","Dangs","Maize",0.4,0.5,1250.0
128,1983,3,"Gujarat","Dangs","Rice",5.5,6.0,1090.91
128,1983,3,"Gujarat","Dangs","Wheat",0.0,0.0,0.0
128,1984,3,"Gujarat","Dangs","Barley",0.0,0.0,0.0
128,1984,3,"Gujarat","Dangs","Maize",0.3,0.4,1333.33
128,1984,3,"Gujarat","Dangs","Rice",5.5,6.8,1236.36
128,1984,3,"Gujarat","Dangs","Wheat",0.1,0.1,1000.0
128,1985,3,"Gujarat","Dangs","Barley",0.0,0.0,0.0
128,1985,3,"Gujarat","Dangs","Maize",0.3,0.2,666.67
128,1985,3,"Gujarat","Dangs","Rice",5.5,5.7,1036.36
128,1985,3,"Gujarat","Dangs","Wheat",0.0,0.0,0.0
128,1986,3,"Gujarat","Dangs","Barley",0.0,0.0,0.0
128,1986,3,"Gujarat","Dangs","Maize",0.4,0.4,1000.0
128,1986,3,"Gujarat","Dangs","Rice",8.0,7.0,875.0
128,1986,3,"Gujarat","Dangs","Wheat",0.0,0.0,0.0
128,1987,3,"Gujarat","Dangs","Barley",0.0,0.0,0.0
128,1987,3,"Gujarat","Dangs","Maize",0.4,0.1,250.0
128,1987,3,"Gujarat","Dangs","Rice",9.0,4.0,444.44
128,1987,3,"Gujarat","Dangs","Wheat",0.0,0.0,0.0
128,1988,3,"Gujarat","Dangs","Barley",0.0,0.0,0.0
128,1988,3,"Gujarat","Dangs","Maize",0.3,0.5,1666.67
128,1988,3,"Gujarat","Dangs","Rice",8.1,9.6,1185.19
128,1988,3,"Gujarat","Dangs","Wheat",0.0,0.0,0.0
128,1989,3,"Gujarat","Dangs","Barley",0.0,0.0,0.0
128,1989,3,"Gujarat","Dangs","Maize",0.3,0.5,1666.67
128,1989,3,"Gujarat","Dangs","Rice",8.1,8.7,1074.07
128,1989,3,"Gujarat","Dangs","Wheat",0.0,0.0,0.0
128,1990,3,"Gujarat","Dangs","Barley",0.0,0.0,0.0
128,1990,3,"Gujarat","Dangs","Maize",0.3,0.5,1666.67
128,1990,3,"Gujarat","Dangs","Rice",8.3,8.1,975.9
128,1990,3,"Gujarat","Dangs","Wheat",0.1,0.2,2000.0
128,1991,3,"Gujarat","Dangs","Barley",0.0,0.0,0.0
128,1991,3,"Gujarat","Dangs","Maize",0.4,0.3,750.0
128,1991,3,"Gujarat","Dangs","Rice",8.6,5.6,651.16
128,1991,3,"Gujarat","Dangs","Wheat",0.0,0.0,0.0
128,1992,3,"Gujarat","Dangs","Barley",0.0,0.0,0.0
128,1992,3,"Gujarat","Dangs","Maize",0.3,0.5,1666.67
128,1992,3,"Gujarat","Dangs","Rice",8.1,7.1,876.54
128,1992,3,"Gujarat","Dangs","Wheat",0.1,0.1,1000.0
128,1993,3,"Gujarat","Dangs","Barley",0.0,0.0,0.0
128,1993,3,"Gujarat","Dangs","Maize",0.4,0.4,1000.0
128,1993,3,"Gujarat","Dangs","Rice",9.0,8.7,966.67
128,1993,3,"Gujarat","Dangs","Wheat",0.1,0.3,3000.0
128,1994,3,"Gujarat","Dangs","Barley",0.0,0.0,0.0
128,1994,3,"Gujarat","Dangs","Maize",0.0,0.0,0.0
128,1994,3,"Gujarat","Dangs","Rice",9.0,12.0,1333.33
128,1994,3,"Gujarat","Dangs","Wheat",0.0,0.0,0.0
128,1995,3,"Gujarat","Dangs","Barley",0.0,0.0,0.0
128,1995,3,"Gujarat","Dangs","Maize",0.4,0.4,1000.0
128,1995,3,"Gujarat","Dangs","Rice",9.7,10.5,1082.47
128,1995,3,"Gujarat","Dangs","Wheat",0.1,0.1,1000.0
128,1996,3,"Gujarat","Dangs","Barley",0.0,0.0,0.0
128,1996,3,"Gujarat","Dangs","Maize",0.4,0.6,1500.0
128,1996,3,"Gujarat","Dangs","Rice",10.2,7.4,725.49
128,1996,3,"Gujarat","Dangs","Wheat",0.1,0.2,2000.0
128,1997,3,"Gujarat","Dangs","Barley",0.0,0.0,0.0
128,1997,3,"Gujarat","Dangs","Maize",0.4,0.7,1750.0
128,1997,3,"Gujarat","Dangs","Rice",12.0,9.4,783.33
128,1997,3,"Gujarat","Dangs","Wheat",0.2,0.4,2000.0
128,1998,3,"Gujarat","Dangs","Barley",0.0,0.0,0.0
128,1998,3,"Gujarat","Dangs","Maize",0.4,0.7,1750.0
128,1998,3,"Gujarat","Dangs","Rice",11.9,19.5,1638.66
128,1998,3,"Gujarat","Dangs","Wheat",0.1,0.4,4000.0
128,1999,3,"Gujarat","Dangs","Barley",0.0,0.0,0.0
128,1999,3,"Gujarat","Dangs","Maize",0.5,0.6,1200.0
128,1999,3,"Gujarat","Dangs","Rice",11.5,11.4,991.3
128,1999,3,"Gujarat","Dangs","Wheat",0.1,0.3,3000.0
128,2000,3,"Gujarat","Dangs","Barley",0.0,0.0,0.0
128,2000,3,"Gujarat","Dangs","Maize",0.4,0.3,750.0
128,2000,3,"Gujarat","Dangs","Rice",12.7,12.8,1007.87
128,2000,3,"Gujarat","Dangs","Wheat",0.1,0.2,2000.0
128,2001,3,"Gujarat","Dangs","Barley",0.0,0.0,0.0
128,2001,3,"Gujarat","Dangs","Maize",0.5,1.0,2000.0
128,2001,3,"Gujarat","Dangs","Rice",12.0,15.1,1258.33
128,2001,3,"Gujarat","Dangs","Wheat",0.1,0.3,3000.0
128,2002,3,"Gujarat","Dangs","Barley",0.0,0.0,0.0
128,2002,3,"Gujarat","Dangs","Maize",0.5,0.9,1800.0
128,2002,3,"Gujarat","Dangs","Rice",12.2,9.2,754.1
128,2002,3,"Gujarat","Dangs","Wheat",0.1,0.2,2000.0
128,2003,3,"Gujarat","Dangs","Barley",0.0,0.0,0.0
128,2003,3,"Gujarat","Dangs","Maize",0.0,0.0,0.0
128,2003,3,"Gujarat","Dangs","Rice",14.0,17.1,1221.43
128,2003,3,"Gujarat","Dangs","Wheat",0.0,0.0,0.0
128,2004,3,"Gujarat","Dangs","Barley",0.0,0.0,0.0
128,2004,3,"Gujarat","Dangs","Maize",0.3,0.3,1000.0
128,2004,3,"Gujarat","Dangs","Rice",12.6,30.5,2420.63
128,2004,3,"Gujarat","Dangs","Wheat",0.1,0.4,4000.0
128,2005,3,"Gujarat","Dangs","Barley",0.0,0.0,0.0
128,2005,3,"Gujarat","Dangs","Maize",2.0,3.2,1600.0
128,2005,3,"Gujarat","Dangs","Rice",15.5,20.9,1348.39
128,2005,3,"Gujarat","Dangs","Wheat",0.2,0.5,2500.0
128,2006,3,"Gujarat","Dangs","Barley",0.0,0.0,0.0
128,2006,3,"Gujarat","Dangs","Maize",2.5,0.8,320.0
128,2006,3,"Gujarat","Dangs","Rice",16.9,20.4,1207.1
128,2006,3,"Gujarat","Dangs","Wheat",0.3,0.9,3000.0
128,2007,3,"Gujarat","Dangs","Barley",0.0,0.0,0.0
128,2007,3,"Gujarat","Dangs","Maize",2.2,3.0,1363.64
128,2007,3,"Gujarat","Dangs","Rice",16.8,22.8,1357.14
128,2007,3,"Gujarat","Dangs","Wheat",0.4,1.4,3500.0
128,2008,3,"Gujarat","Dangs","Barley",0.0,0.0,0.0
128,2008,3,"Gujarat","Dangs","Maize",3.1,4.4,1419.35
128,2008,3,"Gujarat","Dangs","Rice",17.9,22.7,1268.16
128,2008,3,"Gujarat","Dangs","Wheat",0.7,1.7,2428.57
128,2009,3,"Gujarat","Dangs","Barley",0.0,0.0,0.0
128,2009,3,"Gujarat","Dangs","Maize",3.3,3.2,969.7
128,2009,3,"Gujarat","Dangs","Rice",15.8,17.4,1101.27
128,2009,3,"Gujarat","Dangs","Wheat",0.8,2.2,2750.0
128,2010,3,"Gujarat","Dangs","Barley",0.0,0.0,0.0
128,2010,3,"Gujarat","Dangs","Maize",2.7,4.4,1629.63
128,2010,3,"Gujarat","Dangs","Rice",18.0,23.4,1300.0
128,2010,3,"Gujarat","Dangs","Wheat",2.4,8.1,3375.0
128,2011,3,"Gujarat","Dangs","Barley",0.0,0.0,0.0
128,2011,3,"Gujarat","Dangs","Maize",2.7,3.7,1370.37
128,2011,3,"Gujarat","Dangs","Rice",18.0,30.7,1705.56
128,2011,3,"Gujarat","Dangs","Wheat",4.4,13.9,3159.09
128,2012,3,"Gujarat","Dangs","Barley",0.0,0.0,0.0
128,2012,3,"Gujarat","Dangs","Maize",3.6,5.9,1638.89
128,2012,3,"Gujarat","Dangs","Rice",13.8,21.8,1579.71
128,2012,3,"Gujarat","Dangs","Wheat",3.8,11.3,2973.68
128,2013,3,"Gujarat","Dangs","Barley",0.0,0.0,0.0
128,2013,3,"Gujarat","Dangs","Maize",3.75,4.75,1266.67
128,2013,3,"Gujarat","Dangs","Rice",16.81,43.18,2568.71
128,2013,3,"Gujarat","Dangs","Wheat",2.64,8.69,3291.67
128,2014,3,"Gujarat","Dangs","Barley",0.0,0.0,0.0
128,2014,3,"Gujarat","Dangs","Maize",0.0,0.0,0.0
128,2014,3,"Gujarat","Dangs","Rice",14.46,21.6,1493.78
128,2014,3,"Gujarat","Dangs","Wheat",2.56,4.0,1562.5
128,2015,3,"Gujarat","Dangs","Barley",0.0,0.0,0.0
128,2015,3,"Gujarat","Dangs","Maize",1.96,2.59,1321.43
128,2015,3,"Gujarat","Dangs","Rice",21.11,41.66,1973.47
128,2015,3,"Gujarat","Dangs","Wheat",2.51,3.71,1478.09
128,2016,3,"Gujarat","Dangs","Barley",0.0,0.0,0.0
128,2016,3,"Gujarat","Dangs","Maize",1.87,3.13,1677.75
128,2016,3,"Gujarat","Dangs","Rice",22.2,53.64,2415.72
128,2016,3,"Gujarat","Dangs","Wheat",2.15,3.2,1486.31
128,2017,3,"Gujarat","Dangs","Barley",0.0,0.0,0.0
128,2017,3,"Gujarat","Dangs","Maize",0.0,0.0,0.0
128,2017,3,"Gujarat","Dangs","Rice",20.83,49.96,2398.34
128,2017,3,"Gujarat","Dangs","Wheat",2.26,1.81,799.29
129,1966,3,"Gujarat","Jamnagar","Barley",0.0,0.0,0.0
129,1966,3,"Gujarat","Jamnagar","Maize",1.0,1.0,1000.0
129,1966,3,"Gujarat","Jamnagar","Rice",2.0,1.0,500.0
129,1966,3,"Gujarat","Jamnagar","Wheat",15.0,14.0,933.33
129,1967,3,"Gujarat","Jamnagar","Barley",0.0,0.0,0.0
129,1967,3,"Gujarat","Jamnagar","Maize",0.0,1.0,0.0
129,1967,3,"Gujarat","Jamnagar","Rice",2.0,1.0,500.0
129,1967,3,"Gujarat","Jamnagar","Wheat",33.0,43.0,1303.03
